"@odata.type","createdDateTime","description","displayName","id","lastModifiedDateTime","omaSettings","roleScopeTagIds","supportsScopeTags","version"
"#microsoft.graph.windows10CustomConfiguration","2018-08-31T14:34:25.074105Z","","Google Chrome ADMX Ingestion","e9fcf41f-59ef-4e1e-a9c9-77342f1d2c4f","2018-08-31T14:34:38.1646718Z","System.Object[]","System.Object[]","True","2"
