"@odata.type","createdDateTime","description","displayName","id","lastModifiedDateTime","omaSettings","roleScopeTagIds","supportsScopeTags","version"
"#microsoft.graph.windows10CustomConfiguration","2018-09-13T12:52:01.3293612Z","","Google Chrome Config","50a31417-0167-40b3-9f48-1f99ca041d7e","2018-12-14T10:25:26.1050475Z","System.Object[]","System.Object[]","True","21"
